Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2020-000729,3/5/2020,12:55:00 AM,VANIER COLLEGE,Smoking Complaint,Caution Issued,A Security patrol identified and cautioned three community members for smoking cannabis inside the building.
2020-000728,3/5/2020,1:49:00 AM,VANIER RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended in a common room.
2020-000734,3/5/2020,12:36:00 PM,CENTRAL SQUARE,Disorderly Behaviour,Belligerent Person,"Security responded to a report that a previously trespassed non-community member acted in a belligerent manner towards food services staff. Upon arrival, the suspect had left the area."
2020-000732,3/5/2020,12:50:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Fraud,Parking Related,Complainant reported a vehicle tailgated behind another vehicle and exited the garage without making payment for parking. A licence plate number was obtained. Parking Enforcement was notified.
2020-000733,3/5/2020,12:51:00 PM,ACCOLADE EAST,"Mischief, Under $5000",University Property,Complainant reported a locker had been forcibly entered. The contents of the locker were accounted for.
2020-000736,3/5/2020,1:48:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Emergency Medical,Sudden Illness,"Security, Toronto Police and EMS responded to a report that a community member became ill after consuming an excessive quantity of prescribed medication. EMS transported the individual to hospital for further medical care."
2020-000735,3/5/2020,2:00:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,Disorderly Behaviour,Belligerent Person,A community member reported an unknown male in a vehicle acted in a belligerent manner towards them. A description of the male was obtained.
2020-000738,3/5/2020,3:59:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the fourth floor.
2020-000740,3/5/2020,5:34:00 PM,CENTRAL SQUARE,Emergency Medical,Sudden Illness,Security responded to a report of a community member experiencing symptoms of anxiety. Medical care was declined.
2020-000739,3/5/2020,6:06:00 PM,CENTRAL SQUARE,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended in the west bearpit.
2020-000783,3/5/2020,7:38:00 PM,PARKING LOT - LUMBERS RESERVED,Information,Parking Complaint,A security patrol noticed a vehicle that had entered a reserved parking lot without a valid parking pass. Parking Services informed.
2020-000741,3/5/2020,8:19:00 PM,FIRST STUDENT CENTRE,Disorderly Behaviour,Belligerent Person,A community member reported a known non-community member acted in a belligerent manner towards them during a workshop. A description of the male was obtained.
2020-000748,3/5/2020,11:01:00 PM,STEDMAN LECTURE HALLS,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member loitering in a secure building. The individual was identified, trespassed and escorted off campus."
2020-000747,3/5/2020,11:06:00 PM,OTTAWA ROAD,"Disturbance, Causing",Loitering,A Security patrol encountered three unknown males consuming alcohol and smoking inside a secure building. The individuals refused to provide identification and were escorted off campus.
2020-000744,3/6/2020,1:39:00 AM,VANIER RESIDENCE,Suspicious Persons,Subject not Identified,Security and Residence Life staff responded to investigate a report of an unknown male in the building. The male left the building and was not identified.
2020-000746,3/6/2020,1:54:00 AM,VARI HALL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member loitering inside a secure classroom. The individual was identified, trespassed and escorted off campus."
2020-000745,3/6/2020,2:08:00 AM,YU TTC SUBWAY STATION - Common Road,Harassment,General,Two community members reported being followed and harassed by an unknown male while aboard the subway to the Keele campus. An unidentified male was cautioned and directed to leave campus.
2020-000750,3/6/2020,8:05:00 AM,IAN MAC BLVD and CHIMNEYSTACK,Emergency Medical,Sudden Illness,"Security, Toronto Police and EMS responded to a report of an individual experiencing a sudden illness. EMS transported the unidentified individual to hospital for further medical care."
2020-000751,3/6/2020,9:15:00 AM,WINTERS COLLEGE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member experiencing a sudden illness. EMS transported the individual to hospital for further medical care.
2020-000752,3/6/2020,1:10:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Fraud,Parking Related,Complainant reported a vehicle tailgated behind another vehicle and exited the garage without making payment for parking. A licence plate number was obtained. Parking Enforcement was notified.
2020-000753,3/6/2020,2:04:00 PM,TAIT MCKENZIE BLDG,Emergency Medical,Injury,Security responded to a report that a community member sustained a laceration while using the fitness centre equipment. First aid was provided on scene. Further medical care was declined.
2020-000754,3/6/2020,3:19:00 PM,CENTRAL SQUARE,Emergency Medical,Existing Medical Condition,Security responded to a report of a community member experiencing difficulty breathing. The community member was identified and declined further medical care.
2020-000755,3/6/2020,3:47:00 PM,ROSS BUILDING - NORTH TOWER,Harassment,General,A community member reported being harassed by two other community members.
2020-000757,3/6/2020,4:03:00 PM,ROSS BUILDING - NORTH TOWER,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member in distress. EMS transported the individual to hospital for further medical care.
2020-000756,3/6/2020,4:15:00 PM,SECOND STUDENT CENTRE,"Theft, Under $5000",Private Property,Complainant reported the theft of a backpack from the first floor.
2020-000759,3/7/2020,12:51:00 AM,90 ATKINSON ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The occupants were requested to lower the noise level.
2020-000761,3/7/2020,1:40:00 AM,SECOND STUDENT CENTRE,Suspicious Package\ Item,Building Interior,Security and Toronto Police responded to a report of a suspicious package inside a third floor washroom. Toronto Police determined the contents were not a hazard. The package was disposed of.
2020-000760,3/7/2020,3:39:00 AM,STONG RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life staff, Toronto Police and EMS responded to a report of an intoxicated community member in need of medical care. EMS transported the individual to hospital for further medical care."
2020-000763,3/7/2020,8:30:00 AM,STONG COLLEGE,Assault,Common,"Security responded to a report of an unknown male asleep inside a third floor classroom. The male, later identified as a non-community member, assaulted the responding Security Officials and was later arrested by police."
2020-000764,3/7/2020,2:24:00 PM,VARI HALL,Emergency Medical,Injury,Security responded to provide first aid for a child who bumped their head on the Red Zone desk. The child was in the care of a guardian who declined further medical care.
2020-000766,3/7/2020,3:29:00 PM,GLENDON COLLEGE - PARKING LOT F,Motor Vehicle Incident,Fail to Obey Regulatory Signs,Security responded to a report that a non- community member drove their vehicle off road and became stuck in the soft ground. The driver was identified and was able to remove the vehicle.
2020-000767,3/7/2020,5:38:00 PM,YORK LANES RETAIL,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report of an individual experiencing a seizure. An unidentified individual was transported by EMS to hospital for further medical care."
2020-000771,3/8/2020,10:28:00 AM,PARKING LOT 8 - SENTINEL ROAD,"Mischief, Under $5000",Private Property,Complainant reported their vehicle was damaged while parked in the lot. The driver side key lock had been tampered with. The contents of the vehicle were accounted for.
2020-000768,3/8/2020,11:15:00 AM,COMMON ROAD,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member on the Harry Arthur's Common. The individual was identified, trespassed and escorted off campus."
2020-000770,3/8/2020,12:34:00 PM,KEELE CAMPUS RESIDENCE,Mental Health Act,Community Member,"Security, Toronto Police and EMS responded to a report of a community member in distress. The community member was identified as a guest of a resident. The individual was taken into custody by police and transported to hospital for further medical care. Residence Life staff was notified."
2020-000769,3/8/2020,12:42:00 PM,CURTIS LECTURE HALLS,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report that a community member experienced a seizure. EMS transported the individual to hospital for further medical care."
2020-000772,3/8/2020,11:44:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from an apartment. The leaseholder was identified and requested to lower the noise level.
2020-000773,3/9/2020,4:12:00 AM,SCOTT LIBRARY,Disorderly Behaviour,Belligerent Person,Security responded to a report of an unknown male acting in a belligerent manner. The male was identified as a non-community member and was directed to leave the building.
2020-000777,3/9/2020,12:37:00 PM,ATKINSON ROAD,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member in the building. The individual was identified and escorted off campus.
2020-000778,3/9/2020,1:03:00 PM,NORTH WEST GATE,Motor Vehicle Incident,Collision \No Injuries,Security responded to a report of a collision between two vehicles at the intersection of Ian MacDonald Blvd and Northwest Gate. No injuries were reported.
2020-000782,3/9/2020,1:37:00 PM,LASSONDE BUILDING,Missing Persons,Community Member,Security responded to assist Toronto Police in locating a community member who was reported missing. The community member was located a short time later and declined assistance.
2020-000781,3/9/2020,1:44:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the first floor.
