Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2021-000903,4/27/2021,9:44:00 AM,FOUNDERS COLLEGE,Information,General Complaint\ Concern,Security responded to investigate a report of unknown persons using a common room area to cultivate an unknown species of plant seedlings.
2021-000904,4/27/2021,2:14:00 PM,SENTINEL ROAD,Suspicious Persons,Subject not Identified,"A community member reported that while walking on Sentinel Road, an unknown male in a vehicle stopped and attempted to start a conversation with them. The community member declined and began to record the encounter at which time the male left the area. A licence plate number, descriptions of the vehicle and suspect were obtained."
2021-000905,4/27/2021,4:53:00 PM,PARKING LOT - KINSMEN RESERVED,Suspicious Persons,Subject not Identified,"A community member reported they observed on two occasions an unknown male in a parked vehicle. When confronted by the complainant and a colleague, the vehicle quickly left the lot. Descriptions of the male and vehicle were obtained."
2021-000906,4/27/2021,6:19:00 PM,PARKING LOT - FOUNDERS ROAD EAST RESERVED,Suspicious Persons,Subject not Identified,A Security patrol observed a vehicle and one occupant parked in the lot for several hours. A licence plate number was obtained.
2021-000907,4/27/2021,7:43:00 PM,NORMAN BETHUNE COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000910,4/27/2021,10:17:00 PM,VARI HALL,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and directed to leave campus.
2021-000911,4/28/2021,1:00:00 AM,PARKING GARAGE - ARBORETUM LANE (PS2),"Mischief, Under $5000",University Property,Security responded to investigate a report that two individuals were captured on cctv while tampering with a parked university vehicle. Descriptions and photos of the involved individuals were obtained.
2021-000914,4/28/2021,4:29:00 AM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000916,4/28/2021,10:30:00 AM,SECOND STUDENT CENTRE,Damage,University Property,Security and Facilities staff responded to a report of a flood in the building. Water travailed from the third to the second floor and cause damage to furnishings and fixtures. The Student Centre Corporation was notified and attended to investigate.
2021-000917,4/28/2021,10:51:00 AM,YORK LANES RETAIL,Harassment,Criminal\Stalking,A community member reported ongoing harassment by an unknown male. A description of the suspect was obtained.
2021-000920,4/28/2021,2:39:00 PM,OTTAWA ROAD,Motor Vehicle Incident,Collision \No Injuries,"A University vehicle was involved in a minor, single vehicle collision. No injuries were reported. A tire sustained damage and required replacement."
2021-000918,4/28/2021,2:42:00 PM,SHOREHAM DRIVE,Suspicious Persons,Subject not Identified,"A Security patrol observed an unknown male on a bicycle acting in a concerning manner. The male appeared to follow an unknown female who was walking on Shoreham Drive. When approached, the male left the area and the female advised further action was not required."
2021-000919,4/28/2021,2:49:00 PM,VARI HALL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member asleep in a second floor hallway. The individual was identified, cautioned and directed to leave campus."
2021-000923,4/28/2021,9:24:00 PM,VARI HALL,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The electronic access control lock had been tampered with and rendered inoperable. The Work Control Centre was notified.
2021-000925,4/28/2021,10:52:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The complainant was advised to notify Housing Services.
2021-000924,4/28/2021,10:58:00 PM,VARI HALL,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti written inside a stairwell. The Work Control Centre was notified.
2021-000932,4/29/2021,7:38:00 AM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to an emergency messaging screen located in the lobby area. Toronto Police was notified.
2021-000933,4/29/2021,10:51:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member loitering inside a mall washroom. The individual was identified, cautioned and directed to leave campus."
2021-000934,4/29/2021,11:09:00 AM,YORK LIONS STADIUM,"Theft, Under $5000",Private Property,A contractor reported the theft of tools from a tool chest left unattended in a first floor hallway.
2021-000936,4/29/2021,12:03:00 PM,PETRIE SCIENCE and ENGINEERING,Hazards,Biological\Syringe,Security responded to a report that a contractor discovered a discarded syringe inside a drainage pipe. The syringe was safely disposed of.
2021-000935,4/29/2021,12:19:00 PM,YORK LANES OFFICES,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a stairwell on the second floor. The individual was identified and directed to leave campus.
2021-000939,4/29/2021,3:06:00 PM,FOUNDERS COLLEGE,Information,Smoke in the Building,A Security patrol encountered smoke on the basement level. The source of the smoke was determined to be contractors working in a mechanical room. The contractors were cautioned and York Fire Prevention notified.
2021-000937,4/29/2021,3:24:00 PM,FOUNDERS COLLEGE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in a basement level hallway. The individual was identified and directed to leave campus.
2021-000940,4/29/2021,7:31:00 PM,PASSY RESIDENCE,Hate Incident,Non-Threatening,Security and Toronto Police responded to investigate a report of hate based graffiti written inside a stairwell. Housing Services attended and removed the graffiti following the police investigation. A description of a suspect was obtained.
2021-000942,4/29/2021,9:06:00 PM,CURTIS LECTURE HALLS,Disorderly Behaviour,Alcohol - open in public place,A Security patrol encountered a group of individuals loitering and consuming alcohol inside a lecture hall. The group was cautioned and directed to leave the building.
2021-000947,4/30/2021,12:18:00 AM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered a known non-community member asleep on the third floor. The individual was identified and directed to leave the building.
2021-000948,4/30/2021,10:38:00 AM,ATKINSON COLLEGE,Fire Alarm,Unknown Cause,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was not determined."
2021-000952,5/1/2021,12:01:00 AM,PASSY RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-000953,5/1/2021,12:35:00 AM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,Security responded to a report of graffiti inside a basement level washroom. The Work Control Centre was notified.
2021-000954,5/1/2021,2:38:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in a second floor office area. The male acted in a belligerent manner when directed to leave and was escorted off campus.
2021-000957,5/2/2021,1:31:00 PM,YORK LANES RETAIL,"Mischief, Under $5000",University Property,Security responded to a report of several unauthorized posters on display in the building. The Work Control Centre was notified.
2021-000958,5/2/2021,1:41:00 PM,SENTINEL ROAD & ASSINIBOINE ROAD,Suspicious Persons,Subject not Identified,Toronto Police reported to Security that an unknown male carrying what appeared to be an axe was observed on several occasions in the Village near University property. A description of the male was obtained.
2021-000960,5/2/2021,9:06:00 PM,PASSY RESIDENCE,Disorderly Behaviour,Unauthorized Activities,Security responded to a report of a resident operating a BBQ on their balcony without authorization. The leaseholder was identified and cautioned.
2021-000961,5/2/2021,9:47:00 PM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000963,5/3/2021,3:37:00 AM,LASSONDE BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in a basement level hallway. The individual was identified and escorted off campus.
2021-000967,5/3/2021,7:39:00 AM,COLONNADE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the Colonnade. The individual was issued a trespassing notice and escorted off campus.
2021-000964,5/3/2021,8:38:00 AM,KEELE CAMPUS,Harassment,By Email\Text Message,A community member reported being the recipient of harassing emails from an unknown person.
2021-000965,5/3/2021,8:42:00 AM,LASSONDE BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in a basement level washroom. The individual was identified and escorted off campus.
